img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
/games/boxart/full_5741036AmericaFrontccc.jpg,God of War,Series,Action,Sony Computer Entertainment,SIE Santa Monica Studio,,,,51.0,,,,,,2005-03-22,2020-03-04
/games/boxart/full_3351915AmericaFrontccc.jpg,Warriors,Series,Action,KOEI,Omega Force,,,,47.82,,,,,,1997-06-30,2020-03-24
/games/boxart/full_6662824AmericaFrontccc.png,Devil May Cry,Series,Action,Capcom,Capcom,,,,25.0,,,,,,2001-10-16,2020-02-03
/games/boxart/full_6138740AmericaFrontccc.jpg,Dynasty Warriors,Series,Action,KOEI,Omega Force,,,,21.15,,,,,,1997-06-30,2020-03-24
/games/boxart/full_6510540AmericaFrontccc.jpg,Grand Theft Auto V,PS3,Action,Rockstar Games,Rockstar North,,9.4,,,20.32,6.37,0.99,9.85,3.12,2013-09-17,
/games/boxart/full_6800951AmericaFrontccc.jpg,Frogger,Series,Action,Konami,Konami,,,,20.0,,,,,,1981-10-23,2020-02-26
/games/boxart/full_3094030AmericaFrontccc.jpg,God of War (2018),PC,Action,Sony Interactive Entertainment,SIE Santa Monica Studio,9.0,9.7,10.0,19.5,,,,,,2018-04-20,2022-02-15
/games/boxart/full_5563178AmericaFrontccc.jpg,Grand Theft Auto V,PS4,Action,Rockstar Games,Rockstar North,,9.7,,,19.39,6.06,0.6,9.71,3.02,2014-11-18,2018-01-03
/games/boxart/3887656ccc.jpg,Grand Theft Auto: San Andreas,PS2,Action,Rockstar Games,Rockstar North,,9.5,,17.3,,,,,,2004-10-26,
/games/boxart/full_2804791AmericaFrontccc.jpg,Uncharted 4: A Thief's End,PS4,Action,Sony Interactive Entertainment,Naughty Dog,,9.2,,16.25,,,,,,2016-05-10,2018-09-23
/games/boxart/827563ccc.jpg,Grand Theft Auto: Vice City,PS2,Action,Rockstar Games,Rockstar North,,9.6,,,16.15,8.41,0.47,5.49,1.78,2002-10-28,
/games/boxart/full_9218923AmericaFrontccc.jpg,Grand Theft Auto V,X360,Action,Rockstar Games,Rockstar North,,,,,15.86,9.06,0.06,5.33,1.42,2013-09-17,
/games/boxart/3570928ccc.jpg,Grand Theft Auto III,PS2,Action,Rockstar Games,DMA Design,,9.5,,,13.1,6.99,0.3,4.51,1.3,2001-10-23,
/games/boxart/full_9031276AmericaFrontccc.jpg,Grand Theft Auto V,PC,Action,Rockstar Games,Rockstar North,,,,12.6,,,,,,2015-04-14,2018-11-02
/games/boxart/full_1182151AmericaFrontccc.jpg,Grand Theft Auto IV,X360,Action,Rockstar Games,Rockstar North,9.0,10.0,,,11.09,6.8,0.14,3.11,1.04,2008-04-29,
/games/boxart/full_1729769AmericaFrontccc.jpg,Grand Theft Auto IV,PS3,Action,Rockstar Games,Rockstar North,9.0,10.0,9.0,,10.57,4.79,0.44,3.73,1.62,2008-04-29,
/games/boxart/full_8886048AmericaFrontccc.jpg,The Binding of Isaac,Series,Action,Edmund McMillen,Edmund McMillen,,,,9.93,,,,,,2011-09-28,2020-03-23
/games/boxart/full_uncharted-3-drakes-deception_174AmericaFront.jpg,Uncharted 3: Drake's Deception,PS3,Action,Sony Computer Entertainment,Naughty Dog,,9.3,6.3,9.3,,,,,,2011-11-01,
/games/boxart/full_9724978AmericaFrontccc.jpg,Ninja Gaiden,Series,Action,Tecmo,Tecmo,,,,8.96,,,,,,1988-10-01,2021-01-23
/games/boxart/full_8047513AmericaFrontccc.jpg,Grand Theft Auto V,XOne,Action,Rockstar Games,Rockstar North,,9.0,9.0,,8.72,4.7,0.01,3.25,0.76,2014-11-18,2018-04-11
/games/boxart/full_3182726AmericaFrontccc.jpg,Harry Potter and the Sorcerer's Stone,PS,Action,Electronic Arts,Argonaut Games,,8.0,,8.0,,,,,,2001-11-15,
/games/boxart/full_513702AmericaFrontccc.png,Samurai Warriors,Series,Action,KOEI,Omega Force,,,,8.0,,,,,,2004-05-06,2020-02-15
/games/boxart/1340019ccc.jpg,Grand Theft Auto: Liberty City Stories,PSP,Action,Rockstar Games,Rockstar Leeds,,8.8,,,7.72,2.9,0.24,2.83,1.74,2005-10-25,
/games/boxart/full_3803324AmericaFrontccc.jpg,God of War III,PS3,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,9.4,9.2,9.4,7.6,,,,,,2010-03-16,
/games/boxart/full_the-binding-of-isaac_366AmericaFront.jpg,The Binding of Isaac,PC,Action,Edmund McMillen,Edmund McMillen,,8.3,,7.17,,,,,,2011-09-28,2018-12-01
/games/boxart/7540650ccc.jpg,Metal Gear Solid 2: Sons of Liberty,PS2,Action,Konami,Konami Computer Entertainment Japan,,9.5,7.0,7.0,,,,,,2001-11-12,
/games/boxart/full_2350454AmericaFrontccc.jpg,Uncharted 2: Among Thieves,PS3,Action,Sony Computer Entertainment,Naughty Dog,9.2,9.5,9.6,,6.74,3.28,0.21,2.22,1.02,2009-10-13,
/games/boxart/full_7375558AmericaFrontccc.jpg,Red Dead Redemption,PS3,Action,Rockstar Games,Rockstar San Diego,9.1,9.5,,,6.57,2.82,0.17,2.58,1.0,2011-10-11,
/games/boxart/full_2634795AmericaFrontccc.jpg,Red Dead Redemption,X360,Action,Rockstar Games,Rockstar San Diego,9.1,9.5,10.0,,6.5,3.77,0.09,2.03,0.6,2010-05-18,
/games/boxart/7411582ccc.jpg,Driver,PS,Action,GT Interactive,Reflections Interactive,,8.5,,,6.27,3.11,0.02,2.8,0.33,1999-06-30,
/games/boxart/full_3769410AmericaFrontccc.jpg,Dead Cells,All,Action,Motion Twin,Motion Twin,,,,6.0,,,,,,2018-08-07,2020-10-09
/games/boxart/9272999ccc.jpg,Metal Gear Solid,PS,Action,Konami,Konami Computer Entertainment Japan,,9.3,,6.0,,,,,,1998-10-21,
/games/boxart/full_9894043AmericaFrontccc.jpg,Metal Gear Solid 4: Guns of the Patriots,PS3,Action,Konami,Kojima Productions,9.5,9.3,9.8,6.0,,,,,,2008-06-12,
/games/boxart/full_421168AmericaFrontccc.jpg,Uncharted: The Nathan Drake Collection,PS4,Action,Sony Computer Entertainment,Bluepoint Games,,,,,5.7,2.55,0.1,2.11,0.94,2015-10-07,
/games/boxart/full_2958031AmericaFrontccc.jpg,LEGO Star Wars: The Complete Saga,Wii,Action,LucasArts,Traveller's Tales,,8.0,,,5.66,3.57,,1.57,0.52,2007-11-06,
/games/boxart/full_5252150AmericaFrontccc.jpg,Assassin's Creed II,PS3,Action,Ubisoft,Ubisoft Montreal,9.0,9.0,,,5.57,2.54,0.21,1.95,0.86,2009-11-17,2018-01-03
/games/boxart/full_7562642AmericaFrontccc.jpg,Assassin's Creed,X360,Action,Ubisoft,Ubisoft Montreal,7.5,8.2,8.0,,5.55,3.28,0.07,1.64,0.56,2007-11-13,
/games/boxart/full_batman-arkham-city_591AmericaFront.jpg,Batman: Arkham City,PS3,Action,Warner Bros. Interactive,Rocksteady Studios,,9.6,,,5.54,2.72,0.11,1.89,0.82,2011-10-18,
/games/boxart/full_5321723AmericaFrontccc.jpg,Tomb Raider (2013),PC,Action,Square Enix,Crystal Dynamics,,8.8,,5.5,,,,,,2013-03-05,2018-01-06
/games/boxart/full_8353337AmericaFrontccc.jpg,Assassin's Creed II,X360,Action,Ubisoft,Ubisoft Montreal,9.0,9.1,,,5.3,3.14,0.08,1.55,0.52,2009-11-17,
/games/boxart/full_989928AmericaFrontccc.jpg,Resident Evil 5,PS3,Action,Capcom,Capcom,8.4,8.6,8.8,,5.1,1.96,1.08,1.42,0.64,2009-03-13,
/games/boxart/full_1162504AmericaFrontccc.jpg,Grand Theft Auto: Vice City Stories,PSP,Action,Rockstar Games,Rockstar Leeds,,8.4,,,5.08,1.7,0.16,2.03,1.19,2006-10-31,
/games/boxart/full_5597924AmericaFrontccc.jpg,Dead by Daylight,All,Action,Behaviour Interactive,Behaviour Interactive,,,,5.0,,,,,,2016-06-14,2021-02-08
/games/boxart/full_8948277AmericaFrontccc.jpg,Hyrule Warriors,Series,Action,Nintendo,Omega Force,,,,5.0,,,,,,2014-09-26,2020-11-24
/games/boxart/full_7863698AmericaFrontccc.jpg,Uncharted: Drake's Fortune,PS3,Action,Sony Computer Entertainment,Naughty Dog,8.7,8.7,8.6,,4.97,2.32,0.12,1.73,0.8,2007-11-16,
/games/boxart/full_3891455AmericaFrontccc.jpg,Resident Evil 2,PS,Action,Capcom,Capcom,,9.3,,4.96,,,,,,1998-01-21,
/games/boxart/full_2363378AmericaFrontccc.jpg,Assassin's Creed,PS3,Action,Ubisoft,Ubisoft Montreal,7.5,8.2,8.5,,4.83,1.91,0.09,2.01,0.82,2007-11-13,
/games/boxart/full_3722346AmericaFrontccc.jpg,Devil May Cry 4,All,Action,Capcom,Capcom,,,,4.8,,,,,,2008-02-05,2020-10-11
/games/boxart/full_6435755AmericaFrontccc.jpg,Devil May Cry 5,All,Action,Capcom,Capcom,,,,4.8,,,,,,2019-03-08,2020-10-11
/games/boxart/full_5884504AmericaFrontccc.jpg,LEGO Star Wars: The Complete Saga,DS,Action,LucasArts,Traveller's Tales,,7.8,,,4.77,2.83,,1.49,0.45,2007-11-06,
/games/boxart/full_batman-arkham-city_302AmericaFront.jpg,Batman: Arkham City,X360,Action,Warner Bros. Interactive,Rocksteady Studios,,9.5,,,4.75,2.99,0.04,1.28,0.44,2011-10-18,
/games/boxart/full_6536899AmericaFrontccc.jpg,Driver 2,PS,Action,Atari,Reflections Interactive,,7.0,,,4.73,2.36,0.02,2.1,0.25,2000-11-13,
/games/boxart/8307809ccc.jpg,The Lord of the Rings: The Two Towers,PS2,Action,Electronic Arts,Stormfront Studios,,8.3,,,4.67,1.94,0.08,1.95,0.7,2002-10-21,
/games/boxart/8585565ccc.jpg,Tomb Raider,PS,Action,Eidos Interactive,Core Design Ltd.,,8.9,,,4.63,2.29,0.13,1.97,0.24,1996-11-14,
/games/boxart/full_5633331AmericaFrontccc.jpg,God of War,PS2,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,,9.3,,4.62,,,,,,2005-03-22,
/games/boxart/full_dead-island_410AmericaFront.jpg,Dead Island,PC,Action,Deep Silver,Techland,,7.1,,4.52,,,,,,2011-09-06,
/games/boxart/full_9484527AmericaFrontccc.jpg,Spider-Man: The Movie,PS2,Action,Activision,Treyarch,,8.2,,,4.48,2.71,0.03,1.51,0.23,2002-04-15,
/games/boxart/full_1311455AmericaFrontccc.jpg,Monster Hunter Generations,3DS,Action,Capcom,Capcom,,8.8,,4.3,,,,,,2016-07-15,2018-01-30
/games/boxart/full_8831048AmericaFrontccc.jpg,Batman: Arkham Asylum,PS3,Action,Eidos Interactive,Rocksteady Studios,9.1,9.0,,,4.28,2.26,0.07,1.33,0.63,2009-08-25,
/games/boxart/full_9897259AmericaFrontccc.jpg,God of War II,PS2,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,,9.3,9.8,4.24,,,,,,2007-03-13,
/games/boxart/full_assassins-creed-revelations_212AmericaFront.jpg,Assassin's Creed: Revelations,PS3,Action,Ubisoft,Ubisoft Montreal,,8.8,,,4.23,1.41,0.1,2.03,0.69,2011-11-15,
/games/boxart/full_assassins-creed-revelations_328AmericaFront.jpg,Assassin's Creed: Revelations,X360,Action,Ubisoft,Ubisoft Montreal,,7.9,,,4.22,2.28,0.04,1.47,0.44,2011-11-15,
/games/boxart/full_8931458AmericaFrontccc.jpg,7 Days to Die,PC,Action,The Fun Pimps,The Fun Pimps,,,,4.18,,,,,,2013-12-13,2018-05-31
/games/boxart/full_2386162AmericaFrontccc.jpg,Just Cause 2,PC,Action,Eidos Interactive,Avalanche Studios,7.8,8.2,,4.16,,,,,,2010-03-23,
/games/boxart/full_8811836AmericaFrontccc.jpg,Frogger,PS,Action,Hasbro Interactive,Millenium Interactive,,,,,4.16,3.79,,0.27,0.11,1997-09-30,
/games/boxart/full_9858108AmericaFrontccc.jpg,Assassin's Creed: Unity,PS4,Action,Ubisoft,Ubisoft Montreal,,,,,4.14,1.25,0.09,2.16,0.65,2014-11-11,2018-05-04
/games/boxart/full_2497280AmericaFrontccc.jpg,Batman: Arkham Knight,PS4,Action,Warner Bros. Interactive,Rocksteady Studios,,8.1,,,4.11,1.65,0.11,1.68,0.66,2015-06-23,2018-01-04
/games/boxart/full_9947060AmericaFrontccc.jpg,Assassin's Creed Origins,PS4,Action,Ubisoft,Ubisoft Montreal,,,,,4.06,1.22,0.11,2.11,0.63,2017-10-27,2018-01-10
/games/boxart/full_9031364AmericaFrontccc.jpg,Hyrule Warriors: Age of Calamity,NS,Action,Nintendo,Koei Tecmo Games,5.0,9.0,,4.0,,,,,,2020-11-20,2020-09-12
/games/boxart/full_9898553AmericaFrontccc.png,Monster Hunter: World,PS4,Action,Capcom,Capcom,,9.3,9.0,4.0,,,,,,2018-01-26,2018-01-30
/games/boxart/full_2603765AmericaFrontccc.png,Sengoku BASARA,Series,Action,Capcom,Capcom,,,,4.0,,,,,,2005-10-12,2020-02-04
/games/boxart/full_4708606AmericaFrontccc.png,Super Mario Run,iOS,Action,Nintendo,Nintendo,,,,4.0,,,,,,2016-12-15,
/games/boxart/full_423137AmericaFrontccc.jpg,The Last of Us Part II,PS4,Action,Sony Interactive Entertainment,Naughty Dog,7.0,,,4.0,,,,,,2020-06-19,2020-07-25
/games/boxart/full_5389420AmericaFrontccc.jpg,The Lord of the Rings: The Two Towers,All,Action,Electronic Arts,Stormfront Studios,,,,4.0,,,,,,2002-10-21,2020-12-03
/games/boxart/full_2414906AmericaFrontccc.jpg,Far Cry 5,PS4,Action,Ubisoft,Ubisoft,,7.9,,,3.95,1.44,0.15,1.73,0.62,2018-03-27,2018-02-28
/games/boxart/full_6517784AmericaFrontccc.png,Resident Evil VII: Biohazard,PS4,Action,Capcom,Capcom,,8.6,,3.83,,,,,,2017-01-24,2018-11-06
/games/boxart/full_9938269AmericaFrontccc.jpg,DmC: Devil May Cry,All,Action,Capcom,Ninja Theory,,,,3.8,,,,,,2013-01-15,2020-10-10
/games/boxart/full_8195643AmericaFrontccc.jpg,Diablo III: Reaper of Souls,PC,Action,Blizzard Entertainment,Blizzard Entertainment,,,,3.7,,,,,,2014-03-25,2019-01-10
/games/boxart/full_2666802AmericaFrontccc.jpg,Metal Gear Solid 3: Snake Eater,PS2,Action,Konami,KCEJ / Kojima Productions,,9.0,,3.6,,,,,,2004-11-17,
/games/boxart/full_7518379AmericaFrontccc.jpg,Assassin's Creed Syndicate,PS4,Action,Ubisoft,Ubisoft Quebec,,8.6,,,3.6,0.9,0.08,2.06,0.55,2015-10-23,2018-05-04
/games/boxart/full_8320518AmericaFrontccc.jpg,Assassin's Creed: Unity,XOne,Action,Ubisoft,Ubisoft Montreal,,,,,3.58,2.34,0.0,0.9,0.34,2014-11-11,2018-05-04
/games/boxart/full_1027141AmericaFrontccc.jpg,Grand Theft Auto: Liberty City Stories,PS2,Action,Rockstar Games,Rockstar Leeds,,8.3,,,3.54,1.56,0.07,1.4,0.5,2006-06-06,
/games/boxart/9254920ccc.jpg,The Getaway,PS2,Action,Sony Computer Entertainment,Team Soho,,7.7,,,3.54,1.23,0.05,1.77,0.49,2003-01-19,
/games/boxart/full_1668550AmericaFrontccc.jpg,Batman: Arkham Asylum,X360,Action,Eidos Interactive,Rocksteady Studios,9.0,9.1,,,3.54,2.24,0.02,0.95,0.33,2009-08-25,
/games/boxart/full_assassins-creed-brotherhood_1AmericaFront.jpg,Assassin's Creed: Brotherhood,X360,Action,Ubisoft,Ubisoft Montreal,,9.1,,,3.53,2.87,0.03,0.39,0.25,2010-11-16,
/games/boxart/full_6469736AmericaFrontccc.jpg,LEGO Star Wars: The Video Game,PS2,Action,Eidos Interactive,Traveller's Tales,,7.9,,,3.53,1.98,0.01,1.14,0.41,2005-04-02,
/games/boxart/full_2466064AmericaFrontccc.jpg,Resident Evil 5,X360,Action,Capcom,Capcom,8.4,8.6,,,3.53,2.13,0.12,0.93,0.34,2009-03-13,
/games/boxart/810014ccc.jpg,Rugrats in Paris: The Movie,PS,Action,THQ,Avalanche Software,,,,,3.52,1.96,,1.33,0.23,2000-10-29,
/games/boxart/full_kung-fu_775AmericaFront.jpg,Kung Fu,NES,Action,Nintendo,Irem Software Engineering,,,,3.5,,,,,,1985-10-01,
/games/boxart/9182743ccc.jpg,Resident Evil 3: Nemesis,PS,Action,Capcom,Capcom,,9.4,,3.5,,,,,,1999-11-11,
/games/boxart/full_5613940PALFrontccc.jpg,Dying Light,PC,Action,Warner Bros. Interactive Entertainment,Techland,,,,3.47,,,,,,2016-02-06,2018-05-04
/games/boxart/9935711ccc.jpg,Grand Theft Auto 2,PS,Action,Rockstar Games,DMA Design,,6.9,,,3.42,1.13,,2.07,0.22,1999-10-25,
/games/boxart/4171363ccc.jpg,Spider-Man 2,PS2,Action,Activision,Treyarch,,7.9,,,3.41,1.75,0.02,1.2,0.43,2004-06-28,
/games/boxart/full_8315580AmericaFrontccc.png,Watch Dogs 2,PS4,Action,Ubisoft,Ubisoft,,,,,3.36,0.98,0.12,1.74,0.52,2016-11-15,
/games/boxart/6379438ccc.jpg,Luigi's Mansion,GC,Action,Nintendo,Nintendo EAD,,7.9,,3.33,,,,,,2001-11-17,
/games/boxart/full_5479051AmericaFrontccc.jpg,Star Wars Episode III: Revenge of the Sith,PS2,Action,LucasArts,The Collective,,,,,3.32,1.47,0.03,1.39,0.43,2005-05-04,
/games/boxart/3546885ccc.jpg,The Lord of the Rings: The Return of the King,PS2,Action,Electronic Arts,"Hypnos Entertainment, Inc.",,8.4,,,3.28,1.5,0.05,1.28,0.46,2003-11-05,
/games/boxart/2607496ccc.jpg,True Crime: Streets of LA,PS2,Action,Activision,Luxoflux,,,,,3.27,1.89,0.02,1.05,0.31,2003-11-03,
/games/boxart/full_3484636AmericaFrontccc.jpg,God of War: Chains of Olympus,PSP,Action,Sony Computer Entertainment,Ready at Dawn,7.9,8.9,9.5,3.26,,,,,,2008-03-04,
/games/boxart/full_3053742AmericaFrontccc.png,Final Fight,Series,Action,Capcom,Capcom,,,,3.2,,,,,,1989-12-01,2020-02-03
/games/boxart/full_3940160AmericaFrontccc.jpg,Enter the Matrix,PS2,Action,Atari,Shiny Entertainment,,,,,3.18,1.78,0.09,1.12,0.19,2003-05-14,
/games/boxart/5099878ccc.jpg,Spider-Man,PS,Action,Activision,Neversoft Entertainment,,,,,3.13,1.7,0.02,1.25,0.16,2000-08-30,
/games/boxart/full_8142222AmericaFrontccc.jpg,Resident Evil 6,PS3,Action,Capcom,Capcom,,,,,3.12,0.88,0.88,0.97,0.39,2012-10-02,
/games/boxart/full_2141889AmericaFrontccc.jpg,Saints Row 2,X360,Action,THQ,Volition Inc.,,7.9,,,3.07,1.98,0.02,0.79,0.28,2008-10-14,2018-04-02
/games/boxart/full_7899849AmericaFrontccc.png,New Super Luigi U,WiiU,Action,Nintendo,Nintendo,,7.8,,3.07,,,,,,2013-08-25,2018-01-24
/games/boxart/full_3992261AmericaFrontccc.png,Metal Gear Solid V: The Phantom Pain,PS4,Action,Konami Digital Entertainment,Kojima Productions,,,,,3.04,0.97,0.5,1.15,0.42,2015-09-01,2018-05-04
/games/boxart/6684060ccc.jpg,Tom Clancy's Splinter Cell,XB,Action,Ubisoft,Ubisoft,,9.3,9.1,,3.02,1.85,,1.04,0.13,2002-11-17,
/games/boxart/full_5677432AmericaFrontccc.jpg,Chivalry,Series,Action,Torn Banner Studios,Torn Banner Studios,,,,3.0,,,,,,2007-09-10,2021-08-17
/games/boxart/full_6820063AmericaFrontccc.jpg,Dead Rising,All,Action,Capcom,Capcom,,,,3.0,,,,,,2006-08-08,2020-10-10
/games/boxart/full_626152AmericaFrontccc.jpg,Dead Rising 3,XOne,Action,Microsoft Studios,Capcom,7.9,,,3.0,,,,,,2013-11-22,2018-03-24
/games/boxart/full_7566381AmericaFrontccc.jpeg,Dishonored,PC,Action,Bethesda Softworks,Arkane Studios,,,,3.0,,,,,,2013-04-16,2018-01-01
/games/boxart/full_553721AmericaFrontccc.jpg,God of War: Ascension,PS3,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,,,,3.0,,,,,,2013-03-12,2018-04-04
/games/boxart/full_3497878AmericaFrontccc.jpg,Nioh,All,Action,Koei Tecmo,Team Ninja,,,,3.0,,,,,,2017-02-09,2020-10-17
/games/boxart/full_1400875AmericaFrontccc.jpg,Warhammer: Vermintide,Series,Action,Fatshark,Fatshark,,,,3.0,,,,,,2015-10-23,2020-03-04
/games/boxart/full_1462943AmericaFrontccc.jpg,Hitman 2: Silent Assassin,PS2,Action,Eidos Interactive,IO Interactive,,,,,2.96,1.36,0.04,1.15,0.41,2002-10-01,
/games/boxart/full_8153244AmericaFrontccc.jpg,Warriors Orochi,Series,Action,KOEI,Omega Force,,,,2.93,,,,,,2007-09-18,2020-10-17
/games/boxart/full_7649053AmericaFrontccc.png,Nioh,PS4,Action,Sony Interactive Entertainment,Team Ninja,,,,2.9,,,,,,2017-02-07,2020-08-05
/games/boxart/full_720495AmericaFrontccc.jpg,Middle-Earth: Shadow of Mordor,PS4,Action,Warner Bros. Interactive Entertainment,Monolith Productions,,,,2.88,,,,,,2014-09-30,2018-05-04
/games/boxart/full_assassins-creed-brotherhood_2AmericaFront.jpg,Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,Ubisoft Montreal,,9.1,,,2.85,1.87,0.11,0.57,0.3,2010-11-16,
/games/boxart/full_480754PALFrontccc.jpg,Hitman: Absolution,PC,Action,Square Enix,IO Interactive,,9.0,,2.81,,,,,,2012-11-20,
/games/boxart/full_759100AmericaFrontccc.jpg,Skylanders: Spyro's Adventure,Wii,Action,Activision,Toys for Bob,,8.0,,,2.79,1.35,,1.15,0.3,2011-10-16,
/games/boxart/full_4649505AmericaFrontccc.jpg,Star Wars: The Force Unleashed,X360,Action,LucasArts,LucasArts,,7.1,,,2.77,1.74,,0.78,0.26,2008-09-16,
/games/boxart/full_saints-row-the-third_291AmericaFront.jpg,Saints Row: The Third,X360,Action,THQ,Volition Inc.,,8.3,,,2.77,1.26,0.07,1.14,0.3,2011-11-15,
/games/boxart/full_8274221AmericaFrontccc.jpg,The Binding of Isaac: Rebirth,PC,Action,Nicalis,Nicalis,,,,2.76,,,,,,2014-11-04,2018-08-06
/games/boxart/full_500413AmericaFrontccc.jpg,Resident Evil,PS,Action,Capcom,Capcom,,8.6,,2.75,,,,,,1996-03-30,
/games/boxart/full_4362003AmericaFrontccc.jpg,LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts,Traveller's Tales,,8.4,,,2.69,1.85,0.01,0.64,0.19,2006-09-12,
/games/boxart/full_1341854AmericaFrontccc.jpg,Dragon Ball: Xenoverse 2,PS4,Action,Namco Bandai Games,Dimps Corporation,,7.1,,2.67,,,,,,2016-10-25,2018-03-03
/games/boxart/full_4595764AmericaFrontccc.jpg,Hannah Montana,DS,Action,Buena Vista,DC Studios,,6.5,,,2.65,1.59,,0.8,0.26,2006-10-10,
/games/boxart/1238155ccc.jpg,Tom Clancy's Splinter Cell,PS2,Action,Ubisoft,Ubisoft,,,,,2.65,1.15,,1.11,0.4,2003-04-08,
/games/boxart/full_9057074AmericaFrontccc.jpg,Star Wars: Shadows of the Empire,N64,Action,Nintendo,LucasArts,,,,2.65,,,,,,1996-12-03,
/games/boxart/6732328ccc.jpg,Streets of Rage,GEN,Action,Sega,Sega,,,,,2.6,1.86,0.11,0.55,0.08,1990-12-31,
/games/boxart/full_4841835AmericaFrontccc.jpg,LEGO Star Wars: The Complete Saga,X360,Action,LucasArts,Traveller's Tales,,,,,2.59,1.53,,0.83,0.24,2007-11-06,
/games/boxart/full_3903285AmericaFrontccc.png,Hotline Miami,PC,Action,Devolver Digital,Dennaton Games,,,,2.58,,,,,,2012-10-23,2019-02-01
/games/boxart/full_7814840AmericaFrontccc.jpg,Tomb Raider (2013),PS3,Action,Square Enix,Crystal Dynamics,,8.9,,,2.51,0.6,0.08,1.45,0.38,2013-03-05,2018-01-06
/games/boxart/full_2224445AmericaFrontccc.jpg,Streets of Rage 4,All,Action,DotEmu,DotEmu,,,,2.5,,,,,,2020-04-30,2021-02-22
/games/boxart/full_382788AmericaFrontccc.jpg,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,Rockstar Games,Rockstar North,,9.8,,,2.49,1.84,,0.56,0.09,2003-10-31,
/games/boxart/full_saints-row-the-third_775AmericaFront.jpg,Saints Row: The Third,PS3,Action,THQ,Volition Inc.,,8.3,,,2.48,0.86,0.18,1.06,0.37,2011-11-15,
/games/boxart/3834326ccc.jpg,Tomb Raider: The Last Revelation,PS,Action,Eidos Interactive,Core Design Ltd.,,,,,2.48,1.15,0.06,1.14,0.13,1999-11-22,
/games/boxart/full_9921323AmericaFrontccc.jpg,Assassin's Creed Origins,XOne,Action,Ubisoft,Ubisoft Montreal,,,,,2.47,1.34,,0.92,0.22,2017-10-27,2018-01-10
/games/boxart/full_batman-arkham-city_659AmericaFront.jpg,Batman: Arkham City,PC,Action,Warner Bros. Interactive,Rocksteady Studios,,9.0,,2.47,,,,,,2011-11-22,
/games/boxart/full_1175839AmericaFrontccc.jpg,Dying Light,PS4,Action,Warner Bros. Interactive,Techland,,,,,2.45,1.18,0.13,0.74,0.4,2015-01-27,2018-05-04
/games/boxart/full_6263363AmericaFrontccc.jpg,Bayonetta,Series,Action,Sega,PlatinumGames,,,,2.42,,,,,,2010-01-05,2020-11-24
/games/boxart/full_6458923AmericaFrontccc.jpg,God of War Collection,PS3,Action,Sony Computer Entertainment,Bluepoint Games,9.0,9.2,,2.42,,,,,,2009-11-17,
/games/boxart/full_5867047AmericaFrontccc.jpg,Dino Crisis,PS,Action,Capcom,Capcom Production Studio 4,,8.9,,2.4,,,,,,1999-08-31,
/games/boxart/full_dead-island_121AmericaFront.jpg,Dead Island,X360,Action,Deep Silver,Techland,,7.0,,,2.38,1.48,,0.7,0.21,2011-09-06,
/games/boxart/2974497ccc.jpg,The Incredibles,PS2,Action,THQ,Heavy Iron Studios,,5.9,,,2.37,0.96,0.04,1.08,0.3,2004-10-31,
/games/boxart/full_727021AmericaFrontccc.png,Uncharted: The Lost Legacy,PS4,Action,Sony Interactive Entertainment,Naughty Dog,,,,,2.37,0.58,0.04,1.38,0.36,2017-08-22,
/games/boxart/full_5760376AmericaFrontccc.jpg,Lego Marvel Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,,2.34,1.26,,0.87,0.21,2013-10-22,2018-12-01
/games/boxart/full_8164194AmericaFrontccc.jpg,Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft,Ubisoft Montreal,,8.3,,,2.32,1.51,,0.59,0.22,2013-11-22,2018-03-14
/games/boxart/6725603ccc.jpg,Grand Theft Auto,PS,Action,Take-Two Interactive,DMA Design,,6.0,,,2.32,0.79,0.04,1.35,0.14,1998-06-30,
/games/boxart/full_mafia-ii_6AmericaFront.jpg,Mafia II,PC,Action,2K Games,Illusion Softworks,,7.6,,2.31,,,,,,2010-08-24,
/games/boxart/full_7482376AmericaFrontccc.jpg,LEGO Star Wars: The Complete Saga,PS3,Action,LucasArts,Traveller's Tales,,8.0,,,2.31,1.02,,0.93,0.36,2007-11-06,
/games/boxart/full_952077AmericaFrontccc.png,Devil May Cry 3,All,Action,Capcom,Capcom,,,,2.3,,,,,,2005-03-01,2020-10-10
/games/boxart/full_9190363AmericaFrontccc.jpg,Resident Evil 4,PS2,Action,Capcom,Capcom Production Studio 4,,9.6,9.3,2.3,,,,,,2005-10-25,
/games/boxart/full_dead-island_140AmericaFront.jpg,Dead Island,PS3,Action,Deep Silver,Techland,,6.7,,,2.29,1.08,0.15,0.74,0.32,2011-09-06,
